"productos","precio","descripcion","categoria","numero publicacion","numero producto","links","foto","stock","estado stock"
"Carton Piedra 20x30cm 6 Pliegos","3590","contiene 6 pliegos de 20 cm x 30 cm de diferente grosor:

grosor del cartón:
2 pliegos: 1.3mm
2 pliegos: 1.5mm
2 pliegos: 2.0mm","Artículos de librería","MLC2916738434","U3235949954","https://articulo.mercadolibre.cl/MLC-2916738434","https://http2.mlstatic.com/D_NQ_NP_2X_994866-MLC85974984443_062025-F.webp","1","Con stock"
"Pack 12 Botellas Plástica Con Rociador Spray 80 Ml","3990","Pack 12 Botellas Plástica Con Rociador Spray 80 Ml de buena calidad, ideal para uso diario. Producto práctico y funcional.","Envases de embalaje","MLC2919799832","U3238899208","https://articulo.mercadolibre.cl/MLC-2919799832","https://http2.mlstatic.com/D_NQ_NP_2X_860180-MLC86046472553_062025-F.webp","1","Con stock"
"Set De Aros - Argolla 6 Pares","1990","Set de Aros - Argolla 6 pares de Fantasia","Aros","MLC3242082842","U3505628122","https://articulo.mercadolibre.cl/MLC-3242082842","https://http2.mlstatic.com/D_NQ_NP_2X_643106-MLC95218644872_102025-F.webp","1","Con stock"
"     Set Esponjas De Maquillaje Blend It Girl Beauty Creations","7790","     Set Esponjas De Maquillaje Blend It Girl Beauty Creations de buena calidad, ideal para uso diario. Producto práctico y funcional.","Esponjas de maquillaje","MLC1582070219","187092790167","https://articulo.mercadolibre.cl/MLC-1582070219","https://http2.mlstatic.com/D_NQ_NP_2X_822294-MLC94223182883_102025-F-set-esponjas-de-maquillaje-blend-it-girl-beauty-creations.webp","1","Con stock"
"Pack 12 Botellas Plástica Con Rociador Spray 50 Ml","3990","INCLUYE 

1 pack de 12 botellas con rociador


COMERCIALIZADORA CATU SPA","Envases de embalaje","MLC1589269607","U3083224464","https://articulo.mercadolibre.cl/MLC-1589269607","https://http2.mlstatic.com/D_NQ_NP_2X_752835-MLC82937774032_032025-F.webp","1","Con stock"
"Pistola Para Regar Pulverizador De Jardín 5 Pcs","6590","Pistola Para Regar Pulverizador De Jardín 5 Pcs de buena calidad, ideal para uso diario. Producto práctico y funcional.","Pistolas de riego para jardinería","MLC1594967931","U3106621649","https://articulo.mercadolibre.cl/MLC-1594967931","https://http2.mlstatic.com/D_NQ_NP_2X_865735-MLC88986547371_072025-F.webp","1","Con stock"
"Luces Solares Exterior Luminaria Solar Led Luces Led Sensor","3740","Luces Solares Exterior Luminaria Solar Led Luces Led Sensor de buena calidad, ideal para uso diario. Producto práctico y funcional.","Lámparas de piso, techo y pared","MLC1596233677","U3117196608","https://articulo.mercadolibre.cl/MLC-1596233677","https://http2.mlstatic.com/D_NQ_NP_2X_765244-MLC83351768328_042025-F.webp","1","Con stock"
"Lámina Mica Privacidad Anti-espía Para iPhone 11 Normal","2990","Lámina Mica Privacidad Anti-espía Para iPhone 11 Normal de buena calidad, ideal para uso diario. Producto práctico y funcional.","Protectores de pantalla para celulares, tablets y GPS","MLC1615191391","U3190023116","https://articulo.mercadolibre.cl/MLC-1615191391","https://http2.mlstatic.com/D_NQ_NP_2X_807932-MLC84688111786_052025-F.webp","1","Con stock"
"Kanekalon Extensión Pelo Sintético Trenzas Africanas Negro","3090","cada venta es 1 unidad","Extensiones de pelo","MLC1615752689","U3191959826","https://articulo.mercadolibre.cl/MLC-1615752689","https://http2.mlstatic.com/D_NQ_NP_2X_665955-MLC93439848236_092025-F.webp","1","Con stock"
"Set De 3 Esponjas Beauty Creations Powder Foundations Puffs Blanco Mediana","3780","Transforma tu rutina de maquillaje con las Borlas Para Maquillaje de Beauty Creations. Este set incluye tres esponjas redondas, diseñadas para facilitar la aplicación de productos líquidos y en crema, asegurando un acabado impecable y profesional. Su material de tela suave se adapta perfectamente a la piel, permitiendo una distribución uniforme del maquillaje.

Cada borla es ideal para alcanzar áreas difíciles y lograr un difuminado perfecto. Su tamaño mini las hace perfectas para llevar en tu bolso o neceser, asegurando que siempre tengas la herramienta adecuada a mano. Estas esponjas son el complemento ideal para cualquier amante del maquillaje que busca precisión y calidad en cada aplicación.

Con las Borlas Para Maquillaje de Beauty Creations, cada día es una oportunidad para lucir radiante. Dale a tu piel el cuidado que merece y disfruta de una experiencia de maquillaje más fácil y efectiva. Ideal para principiantes y expertos, este set es un must-have en tu colección de belleza.","Esponjas de maquillaje","MLC1626547959","U3227497081","https://articulo.mercadolibre.cl/MLC-1626547959","https://http2.mlstatic.com/D_NQ_NP_2X_710751-MLU79318411157_092024-F.webp","1","Con stock"
"Organizador Escobas Soporte Pared Colgador 5 Espacios Gancho","4390","Organizador Escobas Soporte Pared Colgador 5 Espacios Gancho de buena calidad, ideal para uso diario. Producto práctico y funcional.","Organizadores de escobas y escobillones","MLC2854705262","U3055714327","https://articulo.mercadolibre.cl/MLC-2854705262","https://http2.mlstatic.com/D_NQ_NP_2X_747600-MLA99831503133_112025-F.webp","1","Con stock"
"Caja Organizadora Redonda Pequeña De 10 Cm Con 8 Separadores","2290","Caja Organizadora Redonda Pequeña De 10 Cm Con 8 Separadores de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cajas decorativas y organizadoras","MLC2868837056","U3115962808","https://articulo.mercadolibre.cl/MLC-2868837056","https://http2.mlstatic.com/D_NQ_NP_2X_655162-MLC83627607407_042025-F.webp","1","Con stock"
"Paños De Cocina Algodon 40 X 70 Excelente Calidad","2990","Paños De Cocina Algodon 40 X 70 Excelente Calidad de buena calidad, ideal para uso diario. Producto práctico y funcional.","Paños de cocina","MLC2899379122","U3191681568","https://articulo.mercadolibre.cl/MLC-2899379122","https://http2.mlstatic.com/D_NQ_NP_2X_887191-MLC84732346244_052025-F.webp","1","Con stock"
"Pizarra De Tizas Para Escribir 30x40 Cm Marco Madera","4090","Pizarra De Tizas Para Escribir 30x40 Cm Marco Madera de buena calidad, ideal para uso diario. Producto práctico y funcional.","Pizarras y pizarrones","MLC1615595069","U3185517653","https://articulo.mercadolibre.cl/MLC-1615595069","https://http2.mlstatic.com/D_NQ_NP_2X_678226-MLC88998890322_082025-F.webp","1","Con stock"
"Pack 20 Servilletas Fiestas Patria Cotillón Decoración 33x33","1390","Pack 20 Servilletas Fiestas Patria Cotillón Decoración 33x33 de buena calidad, ideal para uso diario. Producto práctico y funcional.","Servilletas de papel","MLC1663648185","U3349322110","https://articulo.mercadolibre.cl/MLC-1663648185","https://http2.mlstatic.com/D_NQ_NP_2X_658230-MLC89224165360_082025-F.webp","1","Con stock"
"Lámpara Uñas Flower Secret Mini Led Uv 12w Secado Gel Acrílico Dedo Blanco","4290","Descubre la Lámpara Mini Uñas Led Gel Acrílico Luz UV LED Práctica de 12W, el complemento perfecto para tus necesidades de manicura. Este dispositivo compacto y eficiente es ideal para aplicar geles y acrílicos, garantizando un secado rápido y duradero. Incluye un cable USB A a USB C, lo que facilita su conexión a diversas fuentes de energía. Con un diseño pensado para la comodidad, esta lámpara está diseñada específicamente para su uso en los dedos, asegurando una aplicación precisa. Su potente luz UV permite un secado uniforme, mientras que su función de timer te permite controlar el tiempo de exposición. La marca Flower Secret respalda este producto, que se presenta en condiciones nuevas y listas para usar. No te pierdas la oportunidad de elevar tu rutina de manicura con esta lámpara de calidad, que combina practicidad y tecnología en un solo dispositivo.","Lámparas para uñas","MLC1719190783","U3055193961","https://articulo.mercadolibre.cl/MLC-1719190783","https://http2.mlstatic.com/D_NQ_NP_2X_952444-MLA82995025541_032025-F.webp","1","Con stock"
"Juego Ludo Brains Game Tradicional Magnético 27x27cm","6490","Es imantado","Juegos de mesa y cartas","MLC2850806370","U3044774474","https://articulo.mercadolibre.cl/MLC-2850806370","https://http2.mlstatic.com/D_NQ_NP_2X_728937-MLC82484537652_022025-F.webp","1","Con stock"
"Organizador Cosmetiquero Acrílico Porta Labiales Flor","2990","Organizador Cosmetiquero Acrílico Porta Labiales Flor de buena calidad, ideal para uso diario. Producto práctico y funcional.","Organizadores de maquillaje","MLC2864169424","U3098318088","https://articulo.mercadolibre.cl/MLC-2864169424","https://http2.mlstatic.com/D_NQ_NP_2X_726840-MLC83123146386_032025-F.webp","1","Con stock"
"Jiggers Vaso Medidor De Cocteles Acero Premium","2990","Jiggers Vaso Medidor De Cocteles Acero Premium de buena calidad, ideal para uso diario. Producto práctico y funcional.","Jiggers de coctelería","MLC2888630222","U3169860340","https://articulo.mercadolibre.cl/MLC-2888630222","https://http2.mlstatic.com/D_NQ_NP_2X_909359-MLC84182139848_052025-F.webp","1","Con stock"
"Set De Borlas Puff Puff The Perfect Trio Beauty Creations Color Rosa","5590","¡Aplica tu maquillaje de forma fácil y sin errores!

El Set Esponjas de Maquillaje “PUFF PUFF The Perfect Trio” de Beauty Creations está diseñado para una aplicación impecable y profesional. Su material y textura suave aseguran un resultado uniforme en la piel. Este set de esponjas es libre de látex, evitando reacciones al contacto con la piel. Incluye tres esponjas de distintos tamaños para alcanzar todas las áreas del rostro, incluso las más difíciles. Las esponjas se pueden reutilizar múltiples veces, son fáciles de limpiar y perfectas para uso prolongado.

Características:

- Marca: Beauty Creations
- Modelo: Puff Puff The Perfect Trio
- Cantidad: 3 unidades
- Material: Terciopelo
- Color: Rosado
- Cruelty Free
- Libre de látex
- Para aplicación de polvos
- Lavar a mano y secar al aire libre","Esponjas de maquillaje","MLC2914888620","U3227406539","https://articulo.mercadolibre.cl/MLC-2914888620","https://http2.mlstatic.com/D_NQ_NP_2X_994588-MLA92971132227_092025-F.webp","1","Con stock"
"Clips Metálicos Punta Redonda 5 Cm 25 Pcs Color Violeta","1990","Los Clips Metálicos Punta Redonda de 5 cm son la solución ideal para mantener tus documentos organizados y en orden. Fabricados por Motarro, estos clips presentan un diseño liso que se adapta perfectamente a cualquier entorno, ya sea en el colegio o en la oficina. Su material metálico garantiza resistencia y durabilidad, asegurando que tus papeles se mantengan sujetos sin esfuerzo.

Este pack de 25 piezas es perfecto para quienes requieren un suministro constante de clips en su día a día. Su tamaño de 5 cm es ideal para sujetar desde hojas sueltas hasta documentos más gruesos, facilitando así la organización de proyectos o tareas escolares. Además, su diseño de punta redonda evita el riesgo de daños en tus papeles, brindando un manejo seguro.

Utiliza estos clips en diversas aplicaciones, desde la clasificación de informes hasta la elaboración de presentaciones. Con Motarro, puedes confiar en la calidad y funcionalidad de los productos que emplean. Organizar nunca ha sido tan sencillo y eficiente con estos clips en tu escritorio o mochila.","Clips para papeles y carpetas","MLC2919472528","U3233230891","https://articulo.mercadolibre.cl/MLC-2919472528","https://http2.mlstatic.com/D_NQ_NP_2X_886475-MLA96428093210_102025-F.webp","1","Con stock"
"Cuerda Cordel Amarra Soga Multipropósito 4mm X 10 Metros","2790","Cuerda Cordel Amarra Soga Multipropósito 4mm X 10 Metros de buena calidad, ideal para uso diario. Producto práctico y funcional.","Cuerdas multiusos","MLC3124361562","U3411060580","https://articulo.mercadolibre.cl/MLC-3124361562","https://http2.mlstatic.com/D_NQ_NP_2X_948847-MLC91869088303_092025-F.webp","1","Con stock"
"Corta Callo Raspador De Callo Cortador Durezas Pie Pedicura","1990","se envía color a disponibilidad","Exfoliadores y limas electrónicas para manicura y pedicura","MLC1605427903","U3149124953","https://articulo.mercadolibre.cl/MLC-1605427903","https://http2.mlstatic.com/D_NQ_NP_2X_817671-MLC83915293108_042025-F.webp","1","Con stock"
"Paleta De Sombra Fancy You De Okalan 15 Colores","7690","La Paleta De Sombra Fancy You De Okalan con 15 Colores es un producto excepcional que ofrece una pigmentación inigualable. Esta paleta cuenta con una variedad de 15 sombras, cada una con un color único y vibrante, que lleva el nombre de 'Fancy You'. La diversidad de tonos permite la creación de un maquillaje atractivo y vibrante, ideal para eventos especiales o para aquellos días en los que simplemente quieres destacar. 

El formato de la paleta es práctico y fácil de usar, permitiendo una aplicación suave y uniforme. Aunque no es un producto hipoalergénico, su calidad y rendimiento son indiscutibles. Sin embargo, es importante tener en cuenta que no es a prueba de agua, por lo que se recomienda su uso en ambientes secos para garantizar su durabilidad. 

El modelo 'Fancy You' de Okalan es más que una simple paleta de sombras, es una herramienta que permite desatar la creatividad y dar lugar a la magia. Con ella, cada día es una nueva oportunidad para experimentar y crear looks impresionantes.","Sombras para ojos","MLC3180403308","U3451998122","https://articulo.mercadolibre.cl/MLC-3180403308","https://http2.mlstatic.com/D_NQ_NP_2X_633655-MLU73797450781_012024-F.webp","1","Con stock"
"Gel Aloe Vera Hidratante 300ml Flower Secret Momento De Aplicación Día/noche Tipo De Piel Normal","3990","Flower Secret es una marca que ofrece una variedad de productos para el cuidado de la piel facial. Si buscas protegerla y mantenerla en forma, esta puede ser una buena opción.","Productos para el cuidado facial","MLC3180542994","U3444973037","https://articulo.mercadolibre.cl/MLC-3180542994","https://http2.mlstatic.com/D_NQ_NP_2X_619820-MLC74140626719_012024-F.webp","1","Con stock"
"Pinches Pequeños Conejo Negro 20 Unidades","3490","La compra contiene 20 mini pinches de conejo negro, 10 brillante y 10 mate","Pinches y clips para el pelo","MLC3241660136","U3505606060","https://articulo.mercadolibre.cl/MLC-3241660136","https://http2.mlstatic.com/D_NQ_NP_2X_775192-MLC95218015538_102025-F.webp","1","Con stock"
"Parche Curita Niño Niña - Vendaje Adhesivo Infantil","2390","Parche Curita Niño Niña - Vendaje Adhesivo Infantil de buena calidad, ideal para uso diario. Producto práctico y funcional.","Gasas","MLC3262837120","U3513176871","https://articulo.mercadolibre.cl/MLC-3262837120","https://http2.mlstatic.com/D_NQ_NP_2X_701683-MLC96260758229_102025-F.webp","1","Con stock"
"Extensores Para Sostén De Mujer 3 Pcs (2 Broches)","1990","Extensores Para Sostén De Mujer 3 Pcs (2 Broches) de buena calidad, ideal para uso diario. Producto práctico y funcional.","Extensores de sostenes","MLC3322011100","U3554385998","https://articulo.mercadolibre.cl/MLC-3322011100","https://http2.mlstatic.com/D_NQ_NP_2X_713992-MLC97741863243_112025-F.webp","1","Con stock"
"Ventosa Desabollar Abolladuras Abollones Negra","4990","Ventosa Desabollar Abolladuras Abollones Negra de buena calidad, ideal para uso diario. Producto práctico y funcional.","Ventosas para sacar abolladuras","MLC1599978865","U3128910027","https://articulo.mercadolibre.cl/MLC-1599978865","https://http2.mlstatic.com/D_NQ_NP_2X_912521-MLC83566698322_042025-F.webp","1","Con stock"
"Carcasa De Silicona Para iPhone 13 Y 14 Normal Color","2990","Carcasa De Silicona Para iPhone 13 Y 14 Normal Color de buena calidad, ideal para uso diario. Producto práctico y funcional.","Carcasas y fundas para celulares","MLC1615266663","U3184552967","https://articulo.mercadolibre.cl/MLC-1615266663","https://http2.mlstatic.com/D_NQ_NP_2X_731168-MLC84689672536_052025-F.webp","1","Con stock"
